SMILES,logP,tPSA,MW,SweetSpot
CC1Cc2ccccc2N1C(=O)CN3CCN(CC3)Cc4ccc(cc4)F,2.92,26.79,367.2,No
CC1Cc2ccccc2N1C(=O)CC3CCN(CC3)Cc4cccc(c4)F,4.41,23.55,366.2,No
Cc1ccccc1CN2CCN(CC2)CC(=O)N3c4ccccc4CC3C,3.09,26.79,363.2,No
c1ccc2c(c1)CS(=O)(=O)N2CCN3CCN(CC3)Cc4ccc(cc4)Cl,2.81,43.86,405.1,Yes
c1ccc(cc1)CNC[C@H]2CCc3ccc4c(c3O2)nc([nH]4)O,2.75,70.17,309.1,No
c1cc(sc1)c2ccc(cc2)C(=O)N[C@H]3CCN(C3)Cc4ccc5c(c4)OCO5,4.15,50.8,406.1,No
c1ccn2cc(nc2c1)CN3CCN(CC3)c4ccc(cc4)Cl,3.31,23.78,326.1,No
c1ccc(cc1)S(=O)(=O)n2ccc3c2cccc3N4CCN(CC4)CCCOc5ccccc5C(=O)N,3.57,97.87,518.2,No
c1cnc(nc1)N2CCN(CC2)CCCCN3C(=O)[C@@H]4[C@H]5CC[C@H](C5)[C@@H]4C3=O,1.41,69.64,383.2,No
CCCCn1cc(nn1)CCCOc2ccc(cc2OC)CN3CCN(CC3)c4ccccc4OC,4.43,64.88,493.3,No
COc1cccc(c1)C(=O)NCCCN2CCN(CC2)c3cccc(c3Cl)Cl,3.94,44.81,421.1,No
c1cc(c(cc1CN2CCN(CC2)c3ccc4c(c3)OCCO4)O)F,2.62,45.17,344.2,Yes
C[C@H]1CN(CC[C@@H]1NC(=O)c2cc(c(cc2OC)N)Cl)Cc3ccccc3,3.57,67.59,387.2,No
c1ccc(c(c1)N2CCN(CC2)Cc3cccs3)O,2.78,26.71,274.1,No
Cc1ccc(cc1C)CN2CCO[C@@H](C2)CSc3ccccc3,4.3,12.47,327.2,No
c1cc2c(cc1C#N)cc([nH]2)CN3CCN(CC3)c4ccc(c(c4)Cl)Cl,4.67,46.06,384.1,No
Cc1ccc2c(c1)oc(=O)c3c2CCN(C3)Cc4ccc(cc4)F,3.8,33.45,323.1,No
COc1ccc2c(c1)oc(=O)c3c2CCN(C3)Cc4ccc(cc4)[N+](=O)[O-],3.27,85.82,366.1,No
COc1cccc(c1)C(=O)NCCCCN2CCN(CC2)c3c4ccccc4on3,3.17,70.84,408.2,No
c1ccc(cc1)c2cccc3n2ncc3CN4CCN(CC4)c5ccc(cc5)Cl,4.98,23.78,402.2,No
c1cc(ccc1C(=O)CCCN2CCN(CC2)c3ccc(cc3)Cl)F,4.26,23.55,360.1,No
Cc1ccc(cc1)C(=O)NCN2CCN(CC2)c3ccccc3OC,2.51,44.81,339.2,Yes
Cc1ccc(cc1C)N2CCN(CC2)CC[C@H]3c4ccccc4C(=O)N3,3.3,35.58,349.2,No
CCCN(CCC)CCc1cccc2c1CC(=O)N2,2.85,32.34,260.2,No
COc1ccc2c(c1)oc(=O)c3c2CCN(C3)CCc4ccccc4,3.4,42.68,335.2,No
c1ccc(cc1)N2CCN(CC2)Cc3c[nH]c4c3cccc4,3.49,22.27,291.2,No
CCC(C)(C)C(=O)NCCN1CCN(CC1)c2ccc(cc2)Cl,3.01,35.58,337.2,No
COc1ccccc1N2CCN(CC2)Cc3cccc(c3)c4ccccc4,4.68,15.71,358.2,No
Cc1ccc(cc1)CN2CCN(CC2)CC(=O)N3c4ccccc4C[C@H]3C(=O)OC,2.24,53.09,407.2,Yes
c1ccc2c(c1)CC(=O)N2CCN3CCN(CC3)Cc4ccc(cc4)Cl,3.05,26.79,369.2,No
Cc1ccc(c(c1)CN2CCN(CC2)CC(=O)N3c4ccccc4CC3C)C,3.4,26.79,377.2,No
c1ccc(cc1)CN2CCC(C2)NC(=O)c3ccc(cc3)c4ccc(cc4)F,4.5,32.34,374.2,No
Cc1cccc(c1)/C(=N/OC)/CCN2CCN(CC2)c3ccccn3,2.95,40.96,338.2,Yes
Cc1cccc(c1)NC(=O)CN2CCC(CC2)c3ccccn3,3.21,45.23,309.2,No
C#Cc1ccc(cc1)C(=O)NCCN2CCN(CC2)c3cccc(c3Cl)Cl,3.53,35.58,401.1,No
c1ccc2c(c1)nc(s2)C3=CCN(CC3)Cc4cccc(c4)Cl,5.24,16.13,340.1,No
COc1ccc2c(c1)oc(=O)c3c2CCN(C3)Cc4ccc(cc4)C(F)(F)F,4.38,42.68,389.1,No
CNc1cc(c(cc1Cl)C(=O)NC2CCN(CC2)Cc3ccccc3)OC,3.78,53.6,387.2,No
c1cc(ccc1CN2CCC(=CC2)c3nc4cc(ccc4o3)Cl)Cl,5.42,29.27,358.1,No
CCOCCn1cc(nn1)COc2ccc(cc2OC)CN3CCN(CC3)c4ccccc4OC,3.23,74.11,481.3,No
c1ccc2c(c1)[nH]c(n2)CN3CCN(CC3)c4ccccc4Cl,3.54,35.16,326.1,No
c1ccc(cc1)c2[nH]cc(n2)CN3CCN(CC3)c4ccccn4,2.79,48.05,319.2,No
COc1cc2c(cc1OC)oc(=O)c3c2CCN(C3)Cc4ccc(cc4)Cl,4.02,51.91,385.1,No
Cn1c(=O)cnn(c1=O)CCCCN2CCN(CC2)c3cccc4c3cc(cc4)O[11CH3],1.71,72.6,422.2,No
c1cc(ccc1[C@H](CCN2CCN(CC2)c3ccc(c(c3)Cl)CO)O)Cl,3.73,46.94,394.1,No
c1ccc(cc1)CNC[C@H]2CCc3cc(c(cc3O2)O)Cl,3.53,41.49,303.1,No
Cc1cccc(c1)C(=O)NCN2CCN(CC2)c3ccccc3C#N,2.38,59.37,334.2,Yes
COc1ccc2c(c1)oc(=O)c3c2CCN(C3)Cc4ccc(cc4)Cl,4.01,42.68,355.1,No
CN(C)CCC(=O)OC1(CCN(CC1)CCCC(=O)c2ccc(cc2)F)c3ccc(cc3)Cl,4.93,49.85,474.2,No
Cc1ccc(cc1C)N2CCN(CC2)CCC3c4ccccc4C(=O)N3,3.3,35.58,349.2,No
c1ccc(cc1)CN2CCN(CC2)c3c(ccc4c3CC(=O)N4)Cl,3.16,35.58,341.1,No
CSc1ccccc1N2CCN(CC2)CCCNC(=O)c3cnn4c3cccc4,3,52.88,409.2,Yes
COc1ccccc1N2CCN(CC2)CCCCNC(=O)c3cccc4n3ncc4,2.68,62.11,407.2,No
CN1CCc2cccc-3c2[C@H]1Cc4c3c(c(cc4)O)O,2.85,43.7,267.1,No
CC1Cc2cccc3c2N1C(=O)C(CC3)N4CCN(CC4)Cc5ccc(cc5)Cl,3.75,26.79,409.2,No
COc1cccc(c1)C(=O)NCCCCN2CCN(CC2)c3cccc(c3Cl)Cl,4.33,44.81,435.1,No
c1ccc(cc1)C2CCN(CC2)Cc3ccn(c3)c4ccccc4,4.86,8.17,316.2,No
c1cc2cc([nH]c2cc1C#N)CN3CCN(CC3)c4ccc(c(c4)Cl)Cl,4.67,46.06,384.1,No
CN1C[C@@H]2c3ccccc3Oc4ccc(cc4[C@H]2C1)Cl,4.26,12.47,285.1,No
c1ccc(cc1)CN2CCC(CC2)c3cc(n[nH]3)c4ccc(cc4)Cl,5.11,31.92,351.2,No
Cc1ccc(cc1C)C2CCN(CC2)CCC3c4ccccc4C(=O)N3,4.36,32.34,348.2,No
c1ccc(cc1)N2CCN(CC2)Cc3ccc([nH]3)C=C(C#N)C#N,2.77,69.85,317.2,No
c1cc(c(c(c1)Cl)Cl)N2CCN(CC2)CCCCOc3ccn4c(c3)cc(n4)C#N,4.49,56.8,443.1,No
CC(=O)OC1(CCN(CC1)CCCC(=O)c2ccc(cc2)F)c3ccc(cc3)Cl,5,46.61,417.2,No
CCCCn1cc(nn1)CCCOc2ccc(cc2OC)C(=O)NCCCCN(CCC)[C@H]3CCc4c(cccc4O)C3,5.58,101.74,591.4,No
c1ccc(cc1)SC[C@@H]2CN(CCO2)Cc3ccc(cc3)Cl,4.33,12.47,333.1,No
CN1CCC(CC1)C2=Cc3ccccc3Oc4c2cccc4,4.67,12.47,291.2,No
COc1ccccc1N2CCN(CC2)Cc3cc(c-4cccccc34)C#C,4.1,15.71,356.2,No
c1ccc2c(c1)[nH]c(n2)CN3CCN(CC3)c4cccc(c4)Cl,3.54,35.16,326.1,No
c1cc(ccc1N2CCN(CC2)CCNC[C@H]3CCc4ccc(cc4O3)O)I,3.1,47.97,493.1,No
COc1ccccc1N2CCN(CC2)CCCCN3CCc4c(cccc4C3=O)c5ccccc5,4.96,36.02,469.3,No
C[C@@H]1Cc2ccccc2N1C(=O)CN3CCN(CC3)Cc4ccc(cc4)OC,2.79,36.02,379.2,No
COc1ccccc1N2CCN(CC2)CCCCNS(=O)(=O)c3ccc(cc3)F,2.71,61.88,421.2,No
c1ccc(cc1)n2cc(nn2)CN3CCN(CC3)c4ccccc4,2.59,37.19,319.2,No
Cc1ccc(cc1)CN2CCN(CC2)C3CCc4cccc5c4N(C3=O)C(C5)C,3.41,26.79,389.2,No
c1cc(ccc1CN2CCC(=CC2)c3[nH]c4ccc(cc4n3)Cl)Cl,5.16,31.92,357.1,No
c1ccc2cc(ccc2c1)N3CCN(CC3)CCC4c5ccccc5C(=O)N4,3.84,35.58,371.2,No
c1ccc(cc1)CCN2CCC(CC2)c3cc(n[nH]3)C4CCCCC4,4.88,31.92,337.3,No
Cc1ccc(cc1)NCCNCc2ccc3ccc(=O)oc3c2,3.3,54.27,308.2,No
c1ccc(cc1)CNCCOc2cccc3c2CC(=O)N3,2.35,50.36,282.1,No
C[C@@H]1Cc2ccccc2N1C(=O)CN3CCN(CC3)Cc4cc(ccc4C(C)C)Cl,4.56,26.79,425.2,No
c1ccc2c(c1)C[C@H](N2C(=O)CN3CCN(CC3)Cc4ccc(cc4)Cl)CO,2.41,47.02,399.2,Yes
CC1Cc2ccccc2N1C(=O)CC3CCN(CC3)Cc4ccc(cc4)OC,4.28,32.78,378.2,No
c1ccc(cc1)CNCC2CCc3ccc4c(c3O2)nc([nH]4)O,2.75,70.17,309.1,No
Cc1ccc(c(c1)C(=O)CCCN2CCC(CC2)c3ccc(cc3)Cl)C,5.8,20.31,369.2,No
CCCN(CCNC(=O)N=Nc1cc(c(c(c1)F)F)F)C2Cc3ccccc3C2,4.78,57.06,404.2,No
